word,synset_difficulty,syllable_difficulty,frequency_difficulty,word_difficulty,word_difficulty_class
sec,0.4026298610574866,-1.1714702631029321,-0.42398035329971756,-0.7524311437313148,easy
worker,0.4026298610574866,-0.22548916358378593,-0.4240143564036114,-0.1557278649900888,medium
nodal,-0.5474026753548172,-0.22548916358378593,-0.41605662285702005,-0.7499885015729794,easy
wishful,-0.07238640714866534,-0.22548916358378593,-0.4218972631032197,-0.45403258969365295,medium
netted,0.6401379951605626,-0.22548916358378593,-0.4217306157785853,-0.004467188353947897,medium
anouk,-0.5474026753548172,-0.22548916358378593,-0.39979102473532335,-0.739728164851524,easy
what-woah,-0.5474026753548172,-0.22548916358378593,-0.4233657656218065,-0.7545991076724786,easy
poured,0.8776461292636385,-0.22548916358378593,-0.42368681096828037,0.14411893744115323,medium
unstuck,-0.07238640714866534,-0.22548916358378593,-0.4150644657836689,-0.44972246222563605,medium
ditty,-0.3098945412517413,-0.22548916358378593,-0.41658578665043194,-0.6005022045989024,medium
time,3.0152193361913224,-1.1714702631029321,-0.42411960678916166,0.8955020427131237,hard
hugs,0.1651217269544106,-1.1714702631029321,-0.4235481502297972,-0.9019786035144283,easy
sca-bobble,-0.5474026753548172,0.7204919359353601,-0.41386769902815784,-0.15188300087430537,medium
chasing',-0.5474026753548172,-0.22548916358378593,-0.4239035996040824,-0.7549383732633966,easy
emirates,-0.07238640714866534,1.6664730354545063,-0.42358655171592186,0.7383512631043152,hard
join,1.1151542633667144,-1.1714702631029321,-0.42409236989159604,-0.3030415235460532,medium
humdinger,-0.3098945412517413,0.7204919359353601,-0.37619209056563396,0.021702860393662385,medium
matilda,-0.5474026753548172,0.7204919359353601,-0.4225445022364766,-0.15735632696517945,medium
breezin',-0.5474026753548172,-0.22548916358378593,-0.20826044663788684,-0.6189107064936064,easy
merge,0.1651217269544106,-1.1714702631029321,-0.42361032539287863,-0.9020178235974621,easy
slavin',-0.5474026753548172,-0.22548916358378593,-0.40771567100388206,-0.7447270304638115,easy
cee-lo,-0.5474026753548172,-0.22548916358378593,-0.42073153194780444,-0.7529374334877337,easy
wats,-0.3098945412517413,-1.1714702631029321,-0.4073319187684496,-1.1913895940969725,easy
gifts,0.6401379951605626,-1.1714702631029321,-0.42400146128555316,-0.6026243652342086,medium
nepaleisk,-0.5474026753548172,0.7204919359353601,2.446825332260101,1.6526417106139446,hard
interest',-0.5474026753548172,0.7204919359353601,-0.42410168091312317,-0.15833859502801523,medium
stealer,-0.3098945412517413,-0.22548916358378593,-0.4154736501188323,-0.5998006690507431,medium
styles,2.3026949338820946,-1.1714702631029321,-0.42400146128555316,0.4461162886444115,hard
theo,-0.5474026753548172,-1.1714702631029321,-0.4234930006587885,-1.3514040954074567,easy
builds,2.3026949338820946,-1.1714702631029321,-0.4237988990202135,0.44624406488933627,hard
nats,-0.5474026753548172,-1.1714702631029321,-0.4214404568358176,-1.3501093510887012,easy
henn,-0.5474026753548172,-1.1714702631029321,-0.403466788339634,-1.338771563845288,easy
arocena,-0.5474026753548172,1.6664730354545063,2.446825332260101,2.2493664385077263,hard
suggestions,0.8776461292636385,0.7204919359353601,-0.42395609163046294,0.7406738031358387,hard
engineers,0.4026298610574866,0.7204919359353601,-0.4240093734380456,0.4410000061575835,hard
spokes,-0.07238640714866534,-0.22548916358378593,-0.41997829925429037,-0.4528221076013865,medium
cavalry,-0.07238640714866534,0.7204919359353601,-0.42366616757894415,0.14157631353673636,medium
cookie,0.1651217269544106,-0.22548916358378593,-0.42387572000432144,-0.3054605065825846,medium
butane,-0.3098945412517413,-0.22548916358378593,-0.4172527862185489,-0.600922947820931,medium
killaloe,-0.5474026753548172,-0.22548916358378593,-0.35216753492504066,-0.7096872750146779,easy
tic-tac,-0.5474026753548172,-0.22548916358378593,-0.4208474799679007,-0.753010573480464,easy
claude,-0.5474026753548172,-1.1714702631029321,-0.42362187085937936,-1.3514853867095982,easy
wearsshe,-0.5474026753548172,-1.1714702631029321,2.446825332260101,0.45919225482638043,hard
arent,-0.5474026753548172,-0.22548916358378593,-0.4232539856191072,-0.7545285968644629,easy
hacker,0.4026298610574866,-0.22548916358378593,-0.423507760031803,-0.15540830407891099,medium
amador,-0.5474026753548172,0.7204919359353601,-0.41756640689663416,-0.15421614521249247,medium
norma,-0.3098945412517413,-0.22548916358378593,-0.422780141931145,-0.6044096029298414,medium
steaming,1.3526623974697904,-0.22548916358378593,-0.42274807743718346,0.444351277226496,hard
floor-oor,-0.5474026753548172,-0.22548916358378593,-0.40650791090095667,-0.7439651755819904,easy
dawsin's,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
bahama,-0.5474026753548172,0.7204919359353601,-0.41785263712248494,-0.15439669919366886,medium
scary,-0.3098945412517413,-0.22548916358378593,-0.42399839429397845,-0.6051780763275523,easy
nordseekste,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
pod'd,-0.5474026753548172,-1.1714702631029321,2.446825332260101,0.45919225482638043,hard
flanked,-0.3098945412517413,-0.22548916358378593,-0.422578388895953,-0.6042823371471657,medium
kommen,-0.5474026753548172,-0.22548916358378593,-0.3867875756703247,-0.7315255912388627,easy
concession,0.1651217269544106,0.7204919359353601,-0.4233495266871801,0.2915961439723903,hard
ordinary,1.1151542633667144,1.6664730354545063,-0.4240119217585788,1.4871834068048704,hard
badeens,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
thicksets,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
dousing,1.3526623974697904,-0.22548916358378593,-0.4044570625526674,0.4558892465214555,hard
floats,3.2527274702943982,-1.1714702631029321,-0.42312456868634446,1.0459498060021668,hard
peakerbangerz,-0.5474026753548172,1.6664730354545063,2.446825332260101,2.2493664385077263,hard
bloodpop,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
mitten,-0.3098945412517413,-0.22548916358378593,-0.4146460084041663,-0.5992785927880898,medium
link,2.5402030679851704,-1.1714702631029321,-0.42409169404275976,0.5958794632466745,hard
chocolata,-0.5474026753548172,1.6664730354545063,2.446825332260101,2.2493664385077263,hard
griping,0.6401379951605626,-0.22548916358378593,-0.4129933797999016,0.001044258718910105,medium
amusing,0.4026298610574866,0.7204919359353601,-0.42362187085937936,0.4412444427228916,hard
wort,-0.07238640714866534,-1.1714702631029321,-0.4203435180010797,-1.0497772154228546,easy
tissue,0.1651217269544106,-0.22548916358378593,-0.4239837197838308,-0.3055286328264103,medium
upa,-0.5474026753548172,-0.22548916358378593,-0.4190217071124387,-0.7518588762521311,easy
mileage,0.1651217269544106,-0.22548916358378593,-0.42346426222777367,-0.3052009590822434,medium
barred,0.8776461292636385,-0.22548916358378593,-0.42356154946204405,0.14419795237946695,medium
ee-ee-ee-ee,-0.5474026753548172,1.6664730354545063,-0.42130918248553356,0.4401476404320324,hard
wiz,-0.3098945412517413,-1.1714702631029321,-0.4219960262104912,-1.2006397107511058,easy
pumps,2.0651867997790183,-1.1714702631029321,-0.42369644566951553,0.29648859903551367,hard
-v-,-0.5474026753548172,-1.1714702631029321,-0.42409611453429763,-1.3517845395446968,easy
kraftklub,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
distrust,0.1651217269544106,-0.22548916358378593,-0.4229777312345559,-0.30489405540870557,medium
starlit,-0.3098945412517413,-0.22548916358378593,-0.3892371615555104,-0.5832506962164077,medium
zanetti,-0.5474026753548172,0.7204919359353601,-0.4015152018140607,-0.1440910475861925,medium
expanded,1.3526623974697904,0.7204919359353601,-0.4239707756074727,1.0403047273079271,hard
telio,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
body-ody,-0.5474026753548172,1.6664730354545063,-0.3772101899946189,0.4679652779175034,hard
braved,-0.3098945412517413,-0.22548916358378593,-0.41741326035055976,-0.6010241748780116,medium
illest,0.6401379951605626,-0.22548916358378593,-0.3692272662325044,0.028651916232097938,medium
toonorth,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
ribbity-bee-gah-beh,-0.5474026753548172,3.5584352344927983,2.446825332260101,3.44281589429529,hard
infra,-0.3098945412517413,-0.22548916358378593,-0.42050982572103424,-0.6029774878237364,medium
dernst,-0.5474026753548172,-1.1714702631029321,2.446825332260101,0.45919225482638043,hard
no-no-no,-0.5474026753548172,0.7204919359353601,-0.42411723062014184,-0.15834840378074216,medium
continuing,2.3026949338820946,0.7204919359353601,-0.4240260177656366,1.6395502542082243,hard
anxiety,-0.07238640714866534,1.6664730354545063,-0.4240192760683222,0.7380783006512912,hard
hyougono,-0.5474026753548172,0.7204919359353601,2.446825332260101,1.6526417106139446,hard
selective,-0.07238640714866534,0.7204919359353601,-0.4237428750887297,0.14152792645170106,medium
suspiria,-0.5474026753548172,0.7204919359353601,-0.3987144736586289,-0.14232434870890626,medium
tis',-0.5474026753548172,-1.1714702631029321,-0.4233999169457015,-1.35134537821597,easy
rilo,-0.5474026753548172,-0.22548916358378593,-0.3471520063788396,-0.7065234804013428,easy
manos,-0.5474026753548172,-0.22548916358378593,-0.41076783994615845,-0.7466523381496537,easy
seekin',-0.5474026753548172,-0.22548916358378593,-0.25720559003787813,-0.6497852952057149,easy
sorority,-0.3098945412517413,1.6664730354545063,-0.4225445022364766,0.589188494339834,hard
whodi,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
tinted,-0.3098945412517413,-0.22548916358378593,-0.422578388895953,-0.6042823371471657,medium
muzik,-0.5474026753548172,-0.22548916358378593,-0.41011646242798966,-0.7462414493142605,easy
taffy,-0.3098945412517413,-0.22548916358378593,-0.4185355802138925,-0.6017321340702169,medium
su-su-summertime,-0.5474026753548172,2.6124541349736523,-0.4218261578765083,1.0365462603309885,hard
rodgers,-0.3098945412517413,-0.22548916358378593,-0.4236767289043506,-0.6049751698506722,easy
drawl,-0.07238640714866534,-1.1714702631029321,-0.4146460084041663,-1.0461832272706404,easy
schoolbook,-0.3098945412517413,-0.22548916358378593,-0.3654105185097481,-0.5682208535532383,medium
mllionz,-0.5474026753548172,-1.1714702631029321,2.446825332260101,0.45919225482638043,hard
displacement,1.1151542633667144,1.6664730354545063,-0.4234488837018817,1.4875385711219453,hard
radford,-0.5474026753548172,-0.22548916358378593,-0.4202518790533497,-0.7526348685178074,easy
marigold,-0.3098945412517413,0.7204919359353601,-0.4190217071124387,-0.005314054947117955,medium
nattara,-0.5474026753548172,0.7204919359353601,2.446825332260101,1.6526417106139446,hard
promotin',-0.5474026753548172,0.7204919359353601,2.446825332260101,1.6526417106139446,hard
desperado,-0.3098945412517413,1.6664730354545063,-0.41163870336718833,0.596067870540953,hard
temptated,-0.5474026753548172,0.7204919359353601,2.446825332260101,1.6526417106139446,hard
baby-blues,-0.5474026753548172,0.7204919359353601,-0.42397385859729153,-0.15825796473141399,medium
skilllies,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
education,0.8776461292636385,1.6664730354545063,-0.42410604801427054,1.3373039385664427,hard
stomped,-0.3098945412517413,-0.22548916358378593,-0.420594117875339,-0.6030306593013343,medium
poker,-0.07238640714866534,-0.22548916358378593,-0.4238134007478236,-0.455241289016678,medium
hungered,0.1651217269544106,0.7204919359353601,-0.3841357530055435,0.31633218620595865,hard
yours,-0.5474026753548172,-1.1714702631029321,-0.42406999552185987,-1.3517680636757838,easy
nos,-0.07238640714866534,-1.1714702631029321,-0.4232539856191072,-1.051613137935782,easy
fix,3.4902356043974745,-1.1714702631029321,-0.42406999552185987,1.1951735243151507,hard
swampland,-0.3098945412517413,-0.22548916358378593,-0.3962478129392126,-0.5876730139999494,medium
origins,0.8776461292636385,0.7204919359353601,-0.423860107664988,0.7407343498060729,hard
auntie,-0.3098945412517413,-1.1714702631029321,-0.4226863232408671,-1.201075150008641,easy
hanson,-0.5474026753548172,-0.22548916358378593,-0.42329395535460757,-0.754553809767292,easy
wodehouse,-0.3098945412517413,0.7204919359353601,-0.41245056520142764,-0.0011689796694060966,medium
manicure,0.1651217269544106,0.7204919359353601,-0.42118555104067407,0.29296117946779976,hard
thoris,-0.5474026753548172,-0.22548916358378593,-0.30399779825988454,-0.6793018127482104,easy
honeys,0.1651217269544106,-0.22548916358378593,-0.4139763921027917,-0.2992160121086735,medium
brrring,-0.5474026753548172,-1.1714702631029321,2.446825332260101,0.45919225482638043,hard
shifted,2.5402030679851704,-0.22548916358378593,-0.4238204878832622,1.1927752679429544,hard
d'you,-0.5474026753548172,-1.1714702631029321,-0.4241108257251962,-1.3517938193615877,easy
blaring,0.4026298610574866,-0.22548916358378593,-0.42090252928013244,-0.1537649249329837,medium
kidjo,-0.5474026753548172,-0.22548916358378593,-0.36670215084204316,-0.7188557084353061,easy
hosted,-0.3098945412517413,-0.22548916358378593,-0.42395979900506336,-0.6051537304254117,easy
singled,-0.3098945412517413,-0.22548916358378593,-0.4226863232408671,-0.604350422114859,medium
principle,0.8776461292636385,0.7204919359353601,-0.4239899916109065,0.7406524190335391,hard
curtains,0.1651217269544106,-0.22548916358378593,-0.4234930006587885,-0.30521908727998026,medium
audition,0.1651217269544106,0.7204919359353601,-0.4236337345750972,0.29141686568166253,medium
usger,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
yankee,0.4026298610574866,-1.1714702631029321,-0.4233999169457015,-0.7520650045710442,easy
yorke,-0.5474026753548172,-1.1714702631029321,-0.4203435180010797,-1.3494174022453176,easy
critic,0.1651217269544106,-0.22548916358378593,-0.4237988990202135,-0.3054120479179647,medium
foot-ah,-0.5474026753548172,-0.22548916358378593,-0.424015143995693,-0.755008735447975,easy
contributions,0.6401379951605626,1.6664730354545063,-0.4239899916109065,1.1875570535160895,hard
impressed,1.3526623974697904,0.7204919359353601,-0.4239899916109065,1.0402926058560018,hard
teary-eyed,-0.3098945412517413,0.7204919359353601,-0.41966308774667854,-0.005718637749710587,medium
bout',-0.5474026753548172,-1.1714702631029321,-0.4238647674525718,-1.3516386058421501,easy
directors,0.6401379951605626,0.7204919359353601,-0.4240192760683222,0.5908138529912035,hard
coochie,-0.5474026753548172,-1.1714702631029321,-0.41371909931742656,-1.345238719987853,easy
tamela,-0.5474026753548172,0.7204919359353601,-0.33992910219680766,-0.10524254569241775,medium
digonally,-0.5474026753548172,1.6664730354545063,2.446825332260101,2.2493664385077263,hard
circulate,1.3526623974697904,0.7204919359353601,-0.4221825602223456,1.0414327332899154,hard
sos,-0.07238640714866534,-1.1714702631029321,-0.4228679379026077,-1.0513696190972985,easy
meam,-0.5474026753548172,-1.1714702631029321,-0.37163576990355873,-1.318692562452444,easy
jurijus,-0.5474026753548172,0.7204919359353601,2.446825332260101,1.6526417106139446,hard
prophet,-0.07238640714866534,-0.22548916358378593,-0.4238204878832622,-0.45524575958059127,medium
speed,1.8276786656759423,-1.1714702631029321,-0.42409236989159604,0.14641875668764104,medium
a-hurtin,-0.5474026753548172,0.7204919359353601,-0.41076783994615845,-0.14992761025587184,medium
communicant,-0.3098945412517413,1.6664730354545063,-0.3612994945756478,0.6278218354814674,hard
making',-0.5474026753548172,-0.22548916358378593,-0.42411280547167884,-0.7550703402915737,easy
symbols,-0.07238640714866534,-0.22548916358378593,-0.4238647674525718,-0.4552736911259054,medium
eras,0.1651217269544106,-0.22548916358378593,-0.4223499831948799,-0.3044980720446067,medium
releases,4.677776274912854,0.7204919359353601,-0.4239837197838308,3.137777869880769,hard
argue,0.1651217269544106,-0.22548916358378593,-0.42402139689052204,-0.3055523995393495,medium
merchants,-0.3098945412517413,-0.22548916358378593,-0.4237156354291134,-0.6049997120803364,easy
kamerad,-0.5474026753548172,0.7204919359353601,-0.21302207823562355,-0.02518961505824228,medium
derrire,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
tom's,-0.5474026753548172,-1.1714702631029321,-0.4223499831948799,-1.350683080172083,easy
tejano,-0.5474026753548172,0.7204919359353601,-0.39503347611695877,-0.14000237604206617,medium
stocking,1.5901705315728665,-0.22548916358378593,-0.4231922707828431,0.5938911735455702,hard
bird,0.8776461292636385,-1.1714702631029321,-0.4240538453642235,-0.45283731569151375,medium
literally,-0.07238640714866534,1.6664730354545063,-0.4240857665089771,0.738036358491847,hard
withers,0.1651217269544106,-0.22548916358378593,-0.4211179970483992,-0.30372093537834427,medium
whitehorsed,-0.5474026753548172,1.6664730354545063,2.446825332260101,2.2493664385077263,hard
personality,-0.07238640714866534,2.6124541349736523,-0.42404020961673367,1.3347898236660476,hard
hag,-0.07238640714866534,-1.1714702631029321,-0.4210472606410708,-1.0502211361688074,easy
phrases,0.8776461292636385,-0.22548916358378593,-0.4237511594176282,0.1440783464494865,medium
under,1.8276786656759423,-0.22548916358378593,-0.424115732809651,0.7431287472564108,hard
bernadette,-0.5474026753548172,0.7204919359353601,-0.4219477661153028,-0.15697990591436478,medium
oblong,0.1651217269544106,-0.22548916358378593,-0.4207514236562599,-0.3034897009405858,medium
addresses,3.7277437385005503,0.7204919359353601,-0.42390843212310764,2.5385449876803143,hard
clara,-0.5474026753548172,-0.22548916358378593,-0.42366616757894415,-0.7547886011795084,easy
ava,-0.5474026753548172,-0.22548916358378593,-0.4231922707828431,-0.7544896671555127,easy
danger,0.4026298610574866,-0.22548916358378593,-0.42404727771617595,-0.15574863174884537,medium
snowy,0.1651217269544106,-0.22548916358378593,-0.42312456868634446,-0.30498668045005967,medium
slingin',-0.5474026753548172,-0.22548916358378593,-0.3277805954669827,-0.6943039974632882,easy
walka,-0.5474026753548172,-0.22548916358378593,-0.3014310614904672,-0.6776827156001975,easy
driver's,-0.5474026753548172,-0.22548916358378593,-0.42364504749651866,-0.7547752786348562,easy
rosbrien,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
madison,-0.07238640714866534,0.7204919359353601,-0.4239271093090521,0.14141171153467316,medium
coasters,0.1651217269544106,-0.22548916358378593,-0.42222104835297974,-0.3044167399667375,medium
brrah,-0.5474026753548172,-1.1714702631029321,2.446825332260101,0.45919225482638043,hard
hazel's,-0.5474026753548172,-0.22548916358378593,-0.39979102473532335,-0.739728164851524,easy
posterior,0.4026298610574866,0.7204919359353601,-0.42305420935054666,0.4416025235128419,hard
greatness,-0.07238640714866534,-0.22548916358378593,-0.42356154946204405,-0.4550824212654587,medium
strummin',-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
chobom,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
scrawby,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
collab,-0.5474026753548172,-0.22548916358378593,-0.4210472606410708,-0.7531365950974883,easy
hit-and-run,-0.07238640714866534,0.7204919359353601,-0.4240994931676745,0.1413029718239305,medium
murk,-0.07238640714866534,-1.1714702631029321,-0.4073319187684496,-1.041569500685741,easy
eater,-0.07238640714866534,-0.22548916358378593,-0.4230298793683786,-0.4547470438545009,medium
crump,0.1651217269544106,-1.1714702631029321,-0.4190217071124387,-0.899123323912219,easy
freely,-0.3098945412517413,-0.22548916358378593,-0.42387572000432144,-0.6051006934050475,easy
caddy,-0.07238640714866534,-0.22548916358378593,-0.42097655945051377,-0.4534518099752093,medium
sht,-0.5474026753548172,-1.1714702631029321,-0.39979102473532335,-1.3364528927453059,easy
you-you-you-you-you-you-you-you,-0.5474026753548172,5.450397433531091,-0.42411866651063534,2.825274329928672,hard
buzzkill,-0.5474026753548172,-0.22548916358378593,-0.41011646242798966,-0.7462414493142605,easy
otra,-0.5474026753548172,-0.22548916358378593,-0.41163870336718833,-0.7472016786578424,easy
booker,-0.3098945412517413,-0.22548916358378593,-0.42331258951318845,-0.604745470780345,easy
caitlyn,-0.5474026753548172,-0.22548916358378593,-0.42118555104067407,-0.7532238286596763,easy
rasmus,-0.5474026753548172,-0.22548916358378593,-0.41605662285702005,-0.7499885015729794,easy
mamas,-0.07238640714866534,-0.22548916358378593,-0.41947553471371674,-0.45250496380874533,medium
tete,-0.5474026753548172,-1.1714702631029321,-0.41675967801392855,-1.3471567165484946,easy
lollypop,-0.5474026753548172,0.7204919359353601,-0.37619209056563396,-0.128117233017569,medium
condon,-0.5474026753548172,-0.22548916358378593,-0.41947553471371674,-0.7521451506312081,easy
riverdale,-0.5474026753548172,0.7204919359353601,-0.4210472606410708,-0.15641186720370648,medium
macbeth,-0.3098945412517413,-0.22548916358378593,-0.42274807743718346,-0.604389376652124,medium
roam,-0.3098945412517413,-1.1714702631029321,-0.42312456868634446,-1.2013515951663045,easy
bruddas,-0.5474026753548172,-0.22548916358378593,2.446825332260101,1.0559169827201627,hard
stoliana,-0.5474026753548172,0.7204919359353601,2.446825332260101,1.6526417106139446,hard
cupcakke,-0.5474026753548172,-0.22548916358378593,-0.3299916885332497,-0.6956987546196275,easy
empathy,-0.3098945412517413,0.7204919359353601,-0.4235743362746109,-0.008185852702252189,medium
technical,1.1151542633667144,0.7204919359353601,-0.42406999552185987,0.8904220459904,hard
sunari,-0.5474026753548172,0.7204919359353601,2.446825332260101,1.6526417106139446,hard
alas,0.1651217269544106,-0.22548916358378593,-0.423507760031803,-0.3052283974901424,medium
eagle,0.8776461292636385,-0.22548916358378593,-0.42390843212310764,0.14397913885175537,medium
